ID,Type,SKU,"GTIN, UPC, EAN, or ISBN",Name,Published,"Is featured?","Visibility in catalog","Short description",Description,"Date sale price starts","Date sale price ends","Tax status","Tax class","In stock?",Stock,"Low stock amount","Backorders allowed?","Sold individually?","Weight (kg)","Length (cm)","Width (cm)","Height (cm)","Allow customer reviews?","Purchase note","Sale price","Regular price",Categories,Tags,"Shipping class",Images,"Download limit","Download expiry days",Parent,"Grouped products",Upsells,Cross-sells,"External URL","Button text",Position,Brands,"Sync with Square","Attribute 1 name","Attribute 1 value(s)","Attribute 1 visible","Attribute 1 global","Attribute 2 name","Attribute 2 value(s)","Attribute 2 visible","Attribute 2 global"
1698,simple,,,"Woody the Bear: The Perfect Companion",1,0,visible,"Cozy, charming, and full of character—Woody the Bear is the perfect companion for endless adventures and cuddles.","Introducing Woody the Bear, a lovable and huggable friend who’s ready to join your child on all their adventures. Made from high-quality, non-toxic materials, Woody is designed to be soft, durable, and safe for endless play. With his friendly face and warm brown color, this charming bear is perfect for snuggles, storytime, and imaginative play. Whether your child needs a comforting companion or a playmate for their wildest adventures, Woody the Bear is always ready to make every moment special.
\n
\n<strong>Features:</strong>
\n<ol>
\n 	<li><strong>Charming Design:</strong> Woody’s friendly face and warm brown color make him an instant favorite.</li>
\n 	<li><strong>Soft and Cuddly:</strong> Crafted from premium, non-toxic materials for a cozy and safe experience.</li>
\n 	<li><strong>Durable and Ready for Adventure:</strong> Built to last through countless play sessions and cuddles.</li>
\n</ol>",,,taxable,,1,,,0,0,,,,,1,,,10,"10$ Toys, Wooden Toys",,,https://zakute.com/wp-content/uploads/2024/08/Woody-the-Gentle-Bear.jpeg,,,,,,,,,0,,no,,,,,,,,
1700,simple,,,"Vibrant Colorful Wooden Toy",1,0,visible,"Bright, durable, and engaging—our colorful wooden toy is perfect for creative play.
\n
\n&nbsp;","Introducing our vibrant colorful wooden toy, designed to inspire creativity and fun in children of all ages. Made from high-quality, non-toxic wood, this toy features bright colors and a sturdy build, making it both safe and long-lasting. Whether stacking, sorting, or simply playing, this colorful wooden toy encourages imaginative play and helps develop fine motor skills. Ideal for toddlers and preschoolers, it's a delightful addition to any playroom.
\n
\n<strong>Features:</strong>
\n<ol>
\n 	<li><strong>Bright and Engaging Colors:</strong> Captivates children’s attention and stimulates their imagination.</li>
\n 	<li><strong>Durable and Safe:</strong> Made from high-quality, non-toxic wood for long-lasting play.</li>
\n 	<li><strong>Encourages Creative Play:</strong> Perfect for developing fine motor skills and fostering creativity.</li>
\n</ol>",,,taxable,,1,,,0,0,,,,,1,,,10,"10$ Toys, Wooden Toys",,,https://zakute.com/wp-content/uploads/2024/08/a-charming-and-quirky-stuffed-animal-crafted-from-KoGS0D0oSY6YdQd21WEtwg-gzMG4c6TREG8H_Uz6eUwew.jpeg,,,,,,,,,0,,no,,,,,,,,
1702,simple,,,"Charming Wooden Cat Toy",1,0,visible,"Durable, safe, and delightful—our wooden cat toy is perfect for playful and imaginative fun.
\n
\n&nbsp;","Introducing our charming wooden cat toy, a beautifully crafted piece designed to delight children and spark their imagination. Made from high-quality, non-toxic wood, this adorable cat is sturdy, safe, and perfect for little hands. Its simple yet captivating design encourages creative play, helping kids develop fine motor skills and a love for imaginative storytelling. Whether as a playtime companion or a decorative piece, this wooden cat toy is a timeless addition to any child’s collection.
\n
\n<strong>Features:</strong>
\n<ol>
\n 	<li><strong>High-Quality Craftsmanship:</strong> Made from durable, non-toxic wood for safe and long-lasting play.</li>
\n 	<li><strong>Adorable Design:</strong> A simple yet charming cat figure that inspires imaginative fun.</li>
\n 	<li><strong>Perfect for Little Hands:</strong> Sized just right for toddlers and preschoolers to enjoy.</li>
\n</ol>",,,taxable,,1,,,0,0,,,,,1,,,20,"20$ Toys, Wooden Toys",,,https://zakute.com/wp-content/uploads/2024/08/a-whimsical-wooden-stuffed-toy-animal-designed-wit-Navir0N6ThCxYVIhCtBaxw-vnPqTSdQRuy9FV3xhAluFA.jpeg,,,,,,,,,0,,no,,,,,,,,
1704,simple,,,"Unique Wooden and Wool Toy",1,0,visible,"Crafted with care, our wooden and wool toy combines natural materials for a cozy and creative play experience.","<div class=""flex max-w-full flex-col flex-grow"">
\n<div class=""min-h-[20px] text-message flex w-full flex-col items-end gap-2 whitespace-pre-wrap break-words [.text-message+&amp;]:mt-5 overflow-x-auto"" dir=""auto"" data-message-author-role=""assistant"" data-message-id=""cec99eb4-579f-44e1-a721-8662fc8744f1"">
\n<div class=""flex w-full flex-col gap-1 empty:hidden first:pt-[3px]"">
\n<div class=""markdown prose w-full break-words dark:prose-invert light"">
\n
\nIntroducing our unique wooden and wool toy, a perfect blend of natural textures designed to delight and engage young minds. This charming toy features a sturdy wooden base combined with soft, non-toxic wool accents, offering both durability and a comforting touch. Its simple yet captivating design encourages imaginative play, helping children develop fine motor skills and a sense of creativity. Ideal for toddlers and preschoolers, this wooden and wool toy is a beautiful and safe addition to any playtime.
\n
\n<strong>Features:</strong>
\n<ol>
\n 	<li><strong>Natural Materials:</strong> Combines durable wood with soft, non-toxic wool for a cozy and safe play experience.</li>
\n 	<li><strong>Charming Design:</strong> A unique blend of textures and simple design that sparks imagination.</li>
\n 	<li><strong>Durable and Safe:</strong> Built to withstand playful adventures while ensuring safety for little ones.</li>
\n</ol>
\n</div>
\n</div>
\n</div>
\n</div>
\n<div class=""mt-1 flex gap-3 empty:hidden -ml-2"">
\n<div class=""items-center justify-start rounded-xl p-1 flex""></div>
\n</div>",,,taxable,,1,,,0,0,,,,,1,,,40,"30$ Toys, Wooden Toys",,,https://zakute.com/wp-content/uploads/2019/07/a-whimsical-image-of-a-lovingly-crafted-stuffed-an-8eiymMFnRbq9NH4nOYeaGw-LAdT8hpsQTqq8ERWS6BcJg.jpeg,,,,,,,,,0,,no,,,,,,,,
1705,simple,,,"Mini Wooden Toy: Small and Mighty Fun",1,0,visible,"Compact, durable, and delightful—our tiny wooden toy packs big fun into a small package.
\n
\n&nbsp;","Introducing our tiny wooden toy, a compact and charming plaything that's perfect for little hands. Crafted from high-quality, non-toxic wood, this miniature toy is designed to be both sturdy and safe for endless hours of play. Despite its small size, it sparks big imagination and creativity, making it an ideal choice for toddlers and preschoolers. Whether for stacking, sorting, or simply enjoying, this tiny wooden toy is a delightful addition to any child’s toy collection.
\n
\n<strong>Features:</strong>
\n<ol>
\n 	<li><strong>Compact Design:</strong> Small enough for little hands, but big on fun and creativity.</li>
\n 	<li><strong>Durable and Safe:</strong> Made from non-toxic, high-quality wood for long-lasting play.</li>
\n 	<li><strong>Imagination Booster:</strong> Perfect for sparking creativity and enhancing fine motor skills.</li>
\n</ol>",,,taxable,,1,,,0,0,,,,,1,,,10,"Wooden Toys",,,https://zakute.com/wp-content/uploads/2019/07/a-whimsical-scene-of-a-lovingly-crafted-wooden-stu-KW_ER04YR8qxWViD0P62Lw-u-90hHcWQ9CqYKU-J6fcrA.jpeg,,,,,,,,,0,,no,,,,,,,,
1710,simple,,,"Classic Black and White Panda Wooden Toy",1,0,visible,"Timeless, durable, and charming—our black and white wooden panda toy is perfect for playful fun and learning.","Introducing our classic black and white panda wooden toy, a beautifully crafted piece that brings the iconic panda to life in a charming, child-friendly design. Made from high-quality, non-toxic wood, this panda toy is both durable and safe, ensuring long-lasting play. Its simple black and white color scheme captures the essence of the beloved animal, while its sturdy construction makes it perfect for imaginative adventures and educational play. Ideal for toddlers and preschoolers, this wooden panda toy is a delightful and timeless addition to any toy collection.
\n
\n<strong>Features:</strong>
\n<ol>
\n 	<li><strong>Iconic Design:</strong> Classic black and white colors capture the essence of the beloved panda.</li>
\n 	<li><strong>Durable Craftsmanship:</strong> Made from high-quality, non-toxic wood for safe, long-lasting use.</li>
\n 	<li><strong>Perfect for Play and Learning:</strong> Encourages imaginative play and helps develop fine motor skills.</li>
\n</ol>",,,taxable,,1,,,0,0,,,,,1,,,10,"10$ Toys, Wooden Toys",,,https://zakute.com/wp-content/uploads/2019/07/a-whimsical-image-of-an-adorable-stuffed-animal-cr-1ElwCw4YRSWFPVa6EPwRyA-KNBNXKmzRT2mkJrtCx4quA.jpeg,,,,,,,,,0,,no,,,,,,,,
1725,simple,,,"Timeless Wooden Elephant Toy",1,0,visible,"Sturdy, safe, and endearing—our wooden elephant toy is a perfect companion for imaginative play.
\n
\n&nbsp;","Introducing our timeless wooden elephant toy, a beautifully crafted piece designed to delight and inspire young minds. Made from high-quality, non-toxic wood, this charming elephant features a simple yet captivating design that’s perfect for little hands. Its sturdy construction ensures it can withstand hours of imaginative play, while its smooth finish and natural materials make it safe for children. Whether for storytelling, stacking, or just enjoying, this wooden elephant toy is a wonderful addition to any child’s playroom.
\n
\n<strong>Features:</strong>
\n<ol>
\n 	<li><strong>Classic Design:</strong> Simple and charming elephant figure that inspires creative play.</li>
\n 	<li><strong>Durable and Safe:</strong> Crafted from high-quality, non-toxic wood for long-lasting and safe play.</li>
\n 	<li><strong>Perfect for Little Hands:</strong> Sized and shaped for easy handling by toddlers and preschoolers.</li>
\n</ol>",,,taxable,,1,,,0,0,,,,,1,,10,30,"10$ Toys, Wooden Toys",,,https://zakute.com/wp-content/uploads/2024/08/an-adorable-handcrafted-wooden-toy-animal-featurin-dE_WHyziSTWt1Y02K1lgig-MyTGv10OQtyyKxd8xvOUwg.jpeg,,,,,,,,,0,,no,,,,,,,,
1731,simple,,,"Classic Wooden Brown Toy",1,0,visible,"Elegant, durable, and versatile—our wooden brown toy offers endless fun and creativity.
\n
\n&nbsp;","Introducing our classic wooden brown toy, a timeless piece designed to inspire creativity and play. Crafted from high-quality, non-toxic wood, this toy features a rich brown finish that highlights its natural beauty and durability. Its simple yet elegant design makes it suitable for a variety of play activities, from imaginative adventures to fine motor skill development. Perfect for toddlers and preschoolers, this wooden brown toy is a versatile and enduring addition to any child’s collection.
\n
\n<strong>Features:</strong>
\n<ol>
\n 	<li><strong>Elegant Design:</strong> Rich brown finish that enhances the natural beauty of the wood.</li>
\n 	<li><strong>Durable and Safe:</strong> Made from high-quality, non-toxic wood for long-lasting and safe play.</li>
\n 	<li><strong>Versatile Play:</strong> Suitable for imaginative play and skill development.</li>
\n</ol>",,,taxable,,1,,,0,0,,,,,1,,20,25,"20$ Toys, Wooden Toys",,,https://zakute.com/wp-content/uploads/2024/08/an-adorable-wooden-stuffed-animal-meticulously-cra-1BLWboGrSXiSPJLCd27xCw-fKdB4gMySHCdQpjx4oyaig.jpeg,,,,,,,,,0,,no,,,,,,,,
1749,simple,,,"Charming Pink Plastic Unicorn Toy",1,0,visible,"Bright, fun, and durable—our pink plastic unicorn toy brings magic to playtime.
\n
\n&nbsp;","Introducing our charming pink plastic unicorn toy, designed to add a touch of magic to your child's playtime. Made from sturdy, non-toxic plastic, this vibrant unicorn is built to last through countless adventures and imaginative play. Its eye-catching pink color and whimsical design make it a favorite for kids who love magical creatures. Perfect for both solo play and interactive fun, this unicorn toy is sure to become a cherished part of any child's toy collection.
\n
\n<strong>Features:</strong>
\n<ol>
\n 	<li><strong>Vibrant Pink Color:</strong> Eye-catching and appealing to young children.</li>
\n 	<li><strong>Durable and Safe:</strong> Made from high-quality, non-toxic plastic for long-lasting play.</li>
\n 	<li><strong>Magical Design:</strong> Whimsical unicorn shape that inspires imaginative adventures.</li>
\n</ol>",,,taxable,,1,,,0,0,,,,,1,,,20,"20$ Toys, Plastic Toys",,,https://zakute.com/wp-content/uploads/2024/08/a-playful-and-adorable-abs-plastic-toy-of-a-unicor-L-keysIKRXiZ_bv_yFSlwA-3fEqiB29THqmbsgo3LuadQ.jpeg,,,,,,,,,0,,no,,,,,,,,
1758,simple,,,"Vibrant Colorful Hamster Toy",1,0,visible,"Bright, playful, and engaging—our colorful hamster toy is perfect for hours of fun.
\n
\n&nbsp;","Introducing our vibrant colorful hamster toy, designed to bring joy and excitement to playtime. Made from safe, non-toxic materials, this charming hamster features a range of bright colors that capture children’s imaginations. Its playful design and durable construction ensure it can handle enthusiastic play while providing endless fun. Ideal for toddlers and preschoolers, this colorful hamster toy is sure to become a favorite companion in any child’s toy collection.
\n
\n<strong>Features:</strong>
\n<ol>
\n 	<li><strong>Bright and Fun Colors:</strong> Captivates children’s attention and adds a splash of fun to playtime.</li>
\n 	<li><strong>Durable and Safe:</strong> Crafted from high-quality, non-toxic materials for long-lasting and secure play.</li>
\n 	<li><strong>Playful Design:</strong> Engaging shape and vibrant hues that inspire creativity and imaginative play</li>
\n</ol>",,,taxable,,1,,,0,0,,,,,1,,,20,"20$ Toys, Plastic Toys",,,https://zakute.com/wp-content/uploads/2024/08/a-vibrant-and-adorable-abs-plastic-toy-of-a-whimsi-apuabTNhQ06hMaM93A846A-oivqpd5cTV6hBt6Tq_VfrA.jpeg,,,,,,,,,0,,no,,,,,,,,
1759,simple,,,"Bright and Fun Colorful Animal Toys",1,0,visible,"Vibrant and engaging—our colorful animal toys are perfect for sparking imagination and playful adventures.","Introducing our collection of colorful animal toys, designed to bring joy and creativity to every playtime. Each toy features a lively array of bright colors and charming animal designs, crafted from safe, non-toxic materials for secure play. These playful toys not only captivate children’s imaginations but also encourage fine motor skills and cognitive development. Ideal for toddlers and preschoolers, our colorful animal toys are a delightful addition to any toy collection, making every day a new adventure.
\n
\n<strong>Features:</strong>
\n<ol>
\n 	<li><strong>Vibrant Animal Designs:</strong> Engaging and eye-catching colors that stimulate visual development.</li>
\n 	<li><strong>Safe and Durable:</strong> Made from high-quality, non-toxic materials for secure and lasting play.</li>
\n 	<li><strong>Encourages Creativity:</strong> Inspires imaginative play and supports cognitive and motor skill development.</li>
\n</ol>",,,taxable,,1,,,0,0,,,,,1,,30,50,"30$ Toys, Plastic Toys",,,https://zakute.com/wp-content/uploads/2024/08/a-vibrant-and-whimsical-display-of-adorable-abs-pl-g4dvZVZpQ1W0-NmX-nqfNw-L09XlXlbTeS8KCYo_hgunA.jpeg,,,,,,,,,0,,no,,,,,,,,
